rank,name,max_version,downloads,recent_downloads,depends_on_ratatui,updated_at,created_at,repository,description
181,mischef,0.1.16,18537,87,True,2023-12-02,2023-11-04,,Framework using ratatui
182,spoify,0.2.17,18500,151,True,2026-07-02,2024-06-04,https://github.com/slyeet03/spoify,a spotify client inside your terminal
183,burn-rl,0.21.0,18039,16623,False,2026-07-29,2026-02-09,https://github.com/tracel-ai/burn/tree/main/crates/burn-rl,RL crate for the Burn framework
184,television-utils,0.0.23,17932,181,False,2025-01-20,2024-11-10,https://github.com/alexpasmantier/television,The revolution will be televised.
185,trippy-tui,0.13.0,17903,1987,True,2025-05-05,2024-08-09,https://github.com/fujiapple852/trippy,A network diagnostic tool
186,rex-tui,0.2.9,17900,135,True,2026-07-04,2023-04-26,https://github.com/TheRustyPickle/Rex,A TUI app for managing Incomes and Expenses
187,television-channels,0.0.23,17739,147,False,2025-01-20,2024-11-10,https://github.com/alexpasmantier/television,The revolution will be televised.
188,edtui-papier,0.3.2,17688,87,True,2024-05-09,2024-03-03,https://github.com/preiter93/edtui,A TUI based vim inspired editor
189,openstack_tui,0.13.7,17552,227,True,2026-06-02,2024-08-23,https://github.com/gtema/openstack,OpenStack Terminal User interface
190,vortex-tui,0.83.0,17507,526,True,2026-07-24,2025-01-30,https://github.com/spiraldb/vortex,a small but mighty tool for working with Vortex files
191,crashdump_viewer_cli,0.5.0,17493,20,True,2025-04-29,2025-04-13,https://github.com/WhatsApp/crashdump_viewer_cli/,A CLI tool to parse Erlang crashdumps.
192,television-previewers,0.0.23,17491,109,True,2025-01-20,2024-11-10,https://github.com/alexpasmantier/television,The revolution will be televised.
193,glues-core,0.8.1,16934,250,False,2025-09-30,2024-08-13,https://github.com/gluesql/glues,Headless state management module for Glues Notes
194,glues,0.8.1,16669,130,False,2025-09-30,2024-08-13,https://github.com/gluesql/glues,Unified CLI entry point for the Glues toolkit
195,qmassa,2.1.1,16547,1122,True,2026-07-25,2024-11-11,https://github.com/ulissesf/qmassa,Terminal-based tool for displaying GPUs usage stats on Linux.
196,ftui-extras,0.5.0,16445,9028,False,2026-07-05,2026-02-05,https://github.com/Dicklesworthstone/frankentui,"Feature-gated extras for FrankenTUI (markdown, charts, clipboard, themes)."
197,nnli,0.0.19,16317,48,True,2023-11-25,2023-11-20,,🔭 interactively explore `onnx` networks in your CLI.
198,mdfried,0.22.4,16282,947,True,2026-06-21,2024-12-14,https://github.com/benjajaja/mdfried,A markdown viewer for the terminal that renders images and big headers
199,lazyjj,0.5.0,15766,256,True,2025-02-18,2024-05-21,https://github.com/Cretezy/lazyjj,TUI for Jujutsu/jj
200,joshuto,0.9.9,15369,178,True,2025-05-20,2021-11-20,https://github.com/kamiyaa/joshuto,Terminal file manager inspired by ranger
201,ftui-i18n,0.5.0,15258,8622,False,2026-07-05,2026-02-04,https://github.com/Dicklesworthstone/frankentui,Localization catalog and interpolation utilities for FrankenTUI.
202,ftui-runtime,0.5.0,15161,8575,False,2026-07-05,2026-02-05,https://github.com/Dicklesworthstone/frankentui,Elm-style runtime loop and subscriptions for FrankenTUI.
203,tui-equalizer,0.2.3,14844,8678,True,2026-06-18,2025-02-11,https://github.com/ratatui/tui-widgets,An equalizer widget for Ratatui with multiple frequency bands.
204,ratatui-wgpu,0.5.0,14727,4255,True,2026-03-07,2024-08-17,https://github.com/Jesterhearts/ratatui-wgpu,A wgpu based backend for ratatui.
205,laurier,0.3.0,14644,3770,False,2025-12-29,2024-12-12,https://github.com/lusingander/laurier,ratatui helper library
206,flowrs-tui,0.13.3,14172,524,True,2026-07-28,2024-11-16,https://github.com/jvanbuel/flowrs,Flowrs is a Terminal User Interface (TUI) for Apache Airflow
207,lifecycler,0.2.9,14112,56,True,2024-10-16,2024-07-29,https://github.com/cxreiff/lifecycler,"Bevy Game Jam #5 submission, terminal aquarium"
208,ttysvr,0.3.4,13834,78,True,2024-11-27,2024-08-15,https://github.com/cxreiff/ttysvr,Screensavers for your terminal
209,plotters-ratatui-backend,0.3.0,13517,170,True,2025-04-05,2023-11-05,https://github.com/SOF3/plotters-ratatui-backend,Ratatui widget to draw a plotters chart
210,mtrack,0.15.0,13447,183,True,2026-07-20,2024-03-26,https://github.com/mdwn/mtrack,A multitrack audio and MIDI player for live performances.
211,frankenterm-core,0.2.0,13380,6491,False,2026-02-15,2026-02-15,https://github.com/Dicklesworthstone/frankentui,"Host-agnostic VT/ANSI terminal engine: grid, parser, cursor, and scrollback."
212,ratatui-base16,0.3.7,13380,175,True,2024-12-21,2024-05-10,https://github.com/kdheepak/ratatui-base16,A base16 palette for ratatui
213,bevy_ratatui_camera,0.16.0,12877,1052,True,2025-11-26,2024-12-23,https://github.com/cxreiff/bevy_ratatui_camera,A bevy plugin for rendering your bevy app to the terminal using ratatui.
214,ftui,0.5.0,12764,7364,False,2026-07-05,2026-02-05,https://github.com/Dicklesworthstone/frankentui,FrankenTUI public facade and prelude.
215,ringboard-tui,0.17.0,12304,141,True,2026-06-22,2024-08-20,https://github.com/SUPERCILEX/clipboard-history,Ringboard ratatui client application.
216,cargo-selector,0.10.1,12215,68,True,2026-03-22,2024-04-11,https://github.com/lusingander/cargo-selector,Cargo subcommand to select and execute binary/example targets
217,tui-markup,0.6.0,12111,217,True,2026-06-27,2022-08-13,https://github.com/7sDream/tui-markup,markup language for terminal styled text
218,hjkl-engine,0.39.0,11976,10847,False,2026-07-27,2026-04-25,https://github.com/kryptic-sh/hjkl,"Vim FSM, motion grammar, and ex commands. Pre-1.0 churn."
219,manga-tui,0.10.0,11919,447,True,2025-11-13,2024-08-04,https://github.com/josueBarretogit/manga-tui,Terminal-based manga reader and downloader with image rendering support
220,deep_quokka,0.1.17,11865,59,False,2025-04-13,2025-03-29,,Unofficial deep learning library
221,wireman,0.3.8,11762,135,True,2026-07-18,2024-08-17,https://github.com/preiter93/wireman,A TUI based gRPC client
222,focusable-derive,0.2.9,11691,137,False,2025-11-29,2024-07-01,https://github.com/joshka/focusable,Derive macro for the focusable crate
223,hjkl-buffer,0.39.0,11667,10490,False,2026-07-27,2026-04-25,https://github.com/kryptic-sh/hjkl,Rope-backed text buffer with cursor and edits. Pre-1.0 churn.
224,focusable,0.2.9,11420,100,True,2025-11-29,2024-07-01,https://github.com/joshka/focusable,A trait for types that can be focused
225,opaline,0.4.1,11394,10365,True,2026-05-20,2026-02-25,https://github.com/hyperb1iss/opaline,A token-based theme engine for Rust applications
226,piratebay,0.4.1,11283,165,True,2026-07-11,2022-08-22,https://github.com/tsirysndr/piratebay,Rust library and CLI for The Pirate Bay
227,ratatui-themes,0.2.0,11258,5830,True,2026-02-23,2026-02-05,https://github.com/ricardodantas/ratatui-themes,A collection of popular color themes for ratatui terminal UI applications
228,mdedit,2.0.1,11100,92,True,2025-12-27,2025-01-29,https://github.com/thscharler/mdedit,markdown editor with ratatui and rat-salsa
229,yozefu-tui,0.0.30,10902,241,True,2026-06-15,2024-12-10,https://github.com/MAIF/yozefu,library for rendering the TUI of Yozefu
230,fiadtui,0.9.0,10736,32,True,2023-10-30,2023-10-26,https://github.com/fiadliel/fiadtui,Simple TUI event loop for ratatui with tokio and crossterm
231,tuifeed,0.4.2,10696,72,False,2025-03-30,2021-11-15,https://github.com/veeso/tuifeed,A terminal feed reader with a fancy ui
232,tukai,0.2.3,10639,129,True,2025-08-09,2024-11-07,https://github.com/hlsxx/tukai,"The app provides an interactive typing experience with switchable templates, designed to help users improve their typing speed and accuracy."
233,toprs,0.7.2,10565,71,True,2026-05-25,2023-01-31,https://github.com/griccardos/toprs/,Cross platform memory focused top
234,pkgx,2.11.0,10504,111,False,2026-07-22,2025-01-14,https://github.com/pkgxdev/pkgx,Run anything
235,yozefu-command,0.0.30,10502,205,False,2026-06-15,2024-12-10,https://github.com/MAIF/yozefu,Clap commands of Yozefu
236,thag_rs,1.0.1,10306,131,True,2026-05-12,2024-08-22,https://github.com/durbanlegend/thag_rs,"A versatile cross-platform playground for Rust snippets, expressions and programs. Accepts a script file or dynamic options."
237,zim-studio,1.5.1,10096,189,True,2026-07-10,2025-07-07,,A Terminal-Based Audio Project Scaffold and Metadata System
238,tui-shimmer,0.1.3,10009,8672,True,2026-02-08,2026-01-28,https://github.com/vinhnx/tui-shimmer,Shimmer text effect for terminal UIs.
239,nitidus,0.1.8,9999,32,True,2025-11-29,2023-12-07,https://github.com/joshka/nitidus,A TUI email client
240,async-callback-manager,0.1.1,9977,726,True,2026-05-16,2024-11-18,https://github.com/nick42d/youtui,Library that provides an interface to create and manage asynchronous callbacks in Rust. Dependency of `youtui` music player.
241,cgol-tui,0.6.10,9946,54,True,2026-06-23,2024-02-29,https://github.com/jarjk/cgol-tui-rs,Conway's Game of Life implementation with a TUI
242,rsfrac,1.1.2,9871,58,True,2025-03-23,2024-11-09,https://github.com/SkwalExe/rsfrac,"The Terminal-Based Fractal Explorer. Rsfrac is your terminal gateway to Mandelbrot, Burning Ship, and Julia."
243,yafsm,0.3.6,9859,40,True,2025-05-15,2023-12-12,,System usage monitor inspired by glances.
244,yozefu,0.0.30,9852,162,False,2026-06-15,2024-12-10,https://github.com/MAIF/yozefu,Yozefu is a CLI tool for Apache kafka. It allows you to navigate topics and search Kafka records.
245,fumble,0.6.1,9339,36,True,2024-08-21,2024-07-31,https://github.com/bornacvitanic/fumble,"an oxidized implementation of the original clumsy tool, designed to simulate adverse network conditions on Windows systems."
246,tgames,0.3.3,9294,36,True,2026-01-22,2024-04-28,https://github.com/enfmarinho/tgames.git,A collection of little terminal games
247,typetw,0.2.1,9276,30,True,2023-10-06,2023-09-07,https://github.com/soulrrrrr/typetw/,A terminal-based bopomofo typing gadget
248,television-screen,0.0.23,9198,45,True,2025-01-20,2024-12-15,https://github.com/alexpasmantier/television,The revolution will be televised.
249,ratatui-kit,0.10.3,8987,942,True,2026-07-16,2025-06-09,https://github.com/yexiyue/ratatui-kit,A framework for building interactive terminal user interfaces with ratatui
250,mot,0.3.3,8598,64,True,2025-05-19,2025-04-15,https://github.com/Tuurlijk/mot,A terminal user interface (TUI) tool for moneybird
251,rucola-notes,0.10.0,8554,138,True,2026-06-24,2024-07-21,https://github.com/Linus-Mussmaecher/rucola,Terminal-based markdown note manager.
252,rjmatrix,1.0.7,8345,48,True,2026-06-02,2024-05-05,https://github.com/RoastBeefer00/rmatrix,"Creates the matrix in the terminal. Use `c` to cycle colors, `0-9` to change speed, and `q` to quit."
253,j-cli,12.10.44,8335,3317,True,2026-05-09,2026-02-13,https://github.com/LingoJack/jcli,"A fast CLI tool for alias management, daily reports, and productivity"
254,ratskin,0.3.1,8323,1505,True,2026-01-19,2025-01-25,https://github.com/benjajaja/mdfried/tree/master/ratskin,A wrapper around termimad that produces ratatui widgets from markdown
255,sb,0.3.12,8169,99,True,2025-08-13,2025-08-10,https://github.com/dirvine/sb,"Terminal Markdown Browser/Editor with Git integration, syntax highlighting, and media support"
256,ait,0.6.0,8123,72,True,2026-05-27,2024-08-02,https://github.com/wilswer/ait,AIT is a terminal based chat interface for interacting with large language models from various providers.
257,bevy_terminal_display,0.7.0,8039,28,True,2025-04-02,2024-07-24,https://git.soaos.dev/soaos/bevy_terminal_display,A plugin for the Bevy game engine which enables rendering to a terminal using unicode braille characters.
258,ftui-a11y,0.5.0,7993,6938,False,2026-07-05,2026-04-12,https://github.com/Dicklesworthstone/frankentui,Accessibility layer for FrankenTUI
259,tui-syntax-highlight,0.2.0,7943,3374,True,2025-12-26,2025-10-27,https://github.com/aschey/tui-syntax-highlight,A syntax highlighter for Ratatui apps
260,tui-piechart,1.0.1,7940,3990,True,2026-07-16,2025-11-08,https://github.com/sorinirimies/tui-piechart,A customizable pie chart widget for Ratatui TUI applications
261,s3tui,0.5.0,7921,120,True,2026-02-24,2024-05-20,https://github.com/softberries/s3tui,Simple TUI application for multiple s3 account operations
262,teng,0.5.0,7894,47,False,2025-03-08,2025-02-17,https://github.com/skius/teng,A basic game engine for the terminal
263,inori,0.3.0,7892,67,True,2026-03-06,2024-08-27,https://github.com/eshrh/inori,mpd client
264,ratatui-hypertile,0.4.1,7820,5842,True,2026-07-24,2026-03-06,https://github.com/nikolic-milos/ratatui-hypertile,Tiling layout engine for Ratatui
265,rustubble,0.1.4,7819,73,True,2024-08-31,2024-04-24,https://github.com/warpy-ai/rustubble,A brief description of what your crate does.
266,ai-agents,1.0.0-rc.16,7807,189,False,2026-07-04,2024-03-15,https://github.com/geminik23/ai-agents,A Rust framework for building AI agents from YAML specifications with trait-based extensibility
267,basilk,0.2.1,7775,55,True,2025-03-23,2024-08-19,https://github.com/GabAlpha/basilk,A Terminal User Interface (TUI) to manage your tasks with minimal kanban logic
268,tui-file-explorer,1.1.11,7774,5935,True,2026-07-17,2026-02-25,https://github.com/sorinirimies/tui-file-explorer,"A self-contained, keyboard-driven file-browser widget for Ratatui"
269,ac-qu-ai-nt-tui-ratatui,0.0.7,7760,65,False,2024-10-18,2024-10-06,https://github.com/babichjacob/ac-qu-ai-nt,A TUI (written with Ratatui) for ac-qu-ai-nt
270,tui-tabs,0.1.1,7662,6826,True,2026-03-23,2026-03-22,https://github.com/jharsono/tui-tabs,A tab navigation widget for Ratatui with bordered boxes and rounded corners
271,terminput-termwiz,0.4.11,7656,253,False,2026-07-18,2025-03-25,https://github.com/aschey/terminput,termwiz adapter for terminput
272,spltui,0.2.7,7582,50,True,2025-05-24,2025-05-08,https://github.com/lordpaijo/spltui,Sebuah Kalkulator Sistem Persamaan Linear (degan) Variabel Berbasis Terminal User Interface.
273,systemd-manager-tui,1.2.4,7577,277,True,2026-02-25,2025-06-14,https://github.com/matheus-git/systemd-manager-tui,TUI for managing systemd services
274,ralertsinua-models,0.5.2,7560,60,False,2024-05-20,2024-05-05,https://github.com/voiceapiai/ralertsinua,Data Transfer Object for alerts.in.ua
275,ratatui-hypertile-extras,0.4.1,7509,5658,True,2026-07-24,2026-03-06,https://github.com/nikolic-milos/ratatui-hypertile,Optional runtime helpers for ratatui-hypertile
276,lazyactions,0.6.3,7493,27,True,2025-07-07,2025-06-10,,TUI to monitor GitHub Actions
277,bsky_tui,0.0.10,7459,36,True,2026-01-15,2023-08-11,https://github.com/ksk001100/bsky_tui,Bluesky TUI Client
278,ac-qu-ai-nt-core,0.0.7,7425,25,False,2024-10-18,2024-10-06,https://github.com/babichjacob/ac-qu-ai-nt,"The core library of ac-qu-ai-nt. If you're looking for the application, see cli-clap or gui-eframe or tui-ratatui or the multibinary"
279,timr-tui,1.11.0,7353,460,True,2026-06-25,2025-01-02,https://github.com/sectore/timr-tui,"TUI to organize your time: Pomodoro, Tabata, Countdown, Timer, Event."
280,ck-search,0.7.11,7267,676,True,2026-05-24,2025-09-06,https://github.com/BeaconBay/ck,"Semantic grep by embedding - find code by meaning, not just keywords"
281,ralertsinua-http,0.5.2,7206,23,False,2024-05-20,2024-05-05,https://github.com/voiceapiai/ralertsinua,HTTP compatibility layer for alerts.in.ua
282,ralertsinua-geo,0.5.2,7178,23,True,2024-05-20,2024-05-05,https://github.com/voiceapiai/ralertsinua,Geo compatibility layer for alerts.in.ua
283,terminput-termion,0.3.11,7067,93,False,2026-07-18,2025-03-25,https://github.com/aschey/terminput,termion adapter for terminput
284,e_midi,0.1.13,7054,261,True,2025-10-26,2025-06-20,https://github.com/davehorner/e_midi/,"An interactive/CLI/library MIDI player with advanced playback options, looping, and scan modes."
285,gadd,0.6.0,6884,51,True,2026-05-16,2023-04-20,https://github.com/hermannm/gadd,Command-line utility for staging changes to Git (alternative to git-add's interactive mode).
286,antop,0.2.2,6869,38,True,2025-04-07,2025-04-06,,"A TUI application for monitoring antnode instances. Discovers nodes via log files, fetches metrics (resource usage, peers, bandwidth, etc.), calculates network speeds, and displays the information in a terminal dashboard with sparklines."
287,tui-slider,0.3.2,6855,5415,True,2026-03-11,2025-11-12,https://github.com/sorinirimies/tui-slider,A simple TUI slider component library for ratatui
288,rust-tui-manager,0.1.9,6797,30,True,2025-01-28,2024-12-27,https://github.com/psanchezg/rust-tui-manager,"Una aplicación TUI para gestionar notas, snippets y búsquedas en múltiples fuentes para desarrolladores Rust"
289,editor-types,0.0.2,6789,1516,False,2025-07-04,2025-06-17,https://github.com/ulyssa/modalkit,A library for working with defunctionalized editor types
290,bracket_ratatui,0.1.3,6775,14,True,2024-03-02,2024-03-02,,Ratatui in bracket-lib !! See examples .
291,terminput-egui,0.7.0,6758,108,False,2026-07-18,2025-03-25,https://github.com/aschey/terminput,egui adapter for terminput
292,wordl,0.3.0,6654,30,True,2024-03-16,2024-02-01,https://github.com/palerdot/wordl-rs,Terminal Wordle game. Web like with keyboard hints and slow reveal animations.
293,sxtetris,1.4.0,6648,28,True,2025-08-23,2024-06-22,https://github.com/shixinhuang99/sxtetris,A terminal Tetris game
294,matetui,0.3.4,6646,106,True,2024-09-26,2024-09-23,https://github.com/lucodear/matetui,🧉 matetui » utilities for building Terminal User Interfaces
295,mousefood,0.5.2,6558,1543,True,2026-06-22,2025-03-18,https://github.com/ratatui/mousefood,embedded-graphics backend for Ratatui
296,radicle-tui,0.7.0,6530,36,True,2026-01-22,2024-06-10,https://app.radicle.xyz/nodes/seed.radicle.xyz/rad:z39mP9rQAaGmERfUMPULfPUi473tY,Radicle terminal user interface
297,passepartui,0.1.7,6504,52,True,2025-01-16,2024-11-15,https://github.com/kardwen/passepartui,A TUI for pass
298,rat-markdown,0.7.3,6454,170,False,2026-03-08,2025-01-27,https://github.com/thscharler/rat-salsa,markdown support for rat-text
299,mvgfahrinfo,1.2.0,6355,22,True,2024-10-23,2023-11-03,https://github.com/FaisalBinAhmed/MVGFahrinfo,Get up-to-date departure times for Munich public transport in your terminal.
300,ract,0.2.0,6256,32,True,2025-05-19,2025-01-24,https://github.com/Privoce/ract,"Ract is a conversational CLI tool written in Rust, providing an all-in-one solution for integrating dependencies, setting up environments, generating project templates, running, and packaging projects with frameworks like GenUI and Makepad. Simplify your development workflow with minimal arguments and intuitive dialogs. 🚀"
301,ttypr,0.3.6,6250,69,True,2026-01-16,2025-06-21,https://github.com/hotellogical05/ttypr,terminal typing practice
302,bbml,0.2.0,6230,56,True,2024-02-28,2024-02-10,https://github.com/tcmal/learn-tui,Renders BbML (a subset of HTML) to ratatui text
303,ratatui-toaster,0.1.4,6038,3378,True,2026-06-28,2026-02-22,https://github.com/jayanaxhf/gitv/,An extremely lightweight toast engine for ratatui
304,rummy,0.2.0,6019,22,True,2025-09-26,2024-06-18,https://github.com/mhbka/rummy-rs,a crate for the card game Rummy
305,tui-pattern-highlighter,0.3.3,6008,111,True,2025-08-17,2024-05-27,https://github.com/0watcher/tui-pattern-highlighter,a dead simple search pattern highlighter for ratatui
306,juicerss,1.1.0,5975,21,True,2024-11-12,2024-10-29,https://github.com/tulilirockz/juicerss,Read-only RSS feed reader
307,klok,0.3.0,5940,55,True,2026-05-07,2024-07-08,https://github.com/amatagonsk/klok,simple terminal clock.
308,nvidia,0.1.13,5933,32,True,2024-09-25,2024-09-07,,A Rust utility to retrieve information about NVIDIA GPUs installed in your system.
309,qlora-paste,1.0.21,5920,3804,False,2026-07-24,2026-01-11,https://github.com/tzervas/qlora-paste,Macros for all your token pasting needs - Maintained fork of paste
310,tui-shader,0.0.10,5873,86,True,2026-04-10,2025-02-17,https://github.com/pemattern/tui-shader,A ratatui widget that renders a fragment shader in the terminal
311,edlearn_client,0.2.0,5872,55,False,2024-02-28,2024-02-10,https://github.com/tcmal/learn-tui,A client for Edinburgh Uni's Learn API
312,ansi-to-tui-forked,3.0.0-ratatui,5845,24,True,2023-03-19,2022-05-04,https://github.com/uttarayan21/ansi-to-tui,A library to convert ansi color coded text into ratatui::text::Text type from ratatui library
313,ratatui-kit-macros,0.6.2,5716,825,False,2026-07-06,2025-06-09,https://github.com/yexiyue/ratatui-kit,ratatui-kit macros
314,tui-rain,1.0.1,5715,265,True,2024-11-29,2024-11-29,https://github.com/levilutz/tui-rain,tui-rain is a simple widget to generate various rain effects for ratatui
315,ftui-tty,0.5.0,5646,4033,False,2026-07-05,2026-02-15,https://github.com/Dicklesworthstone/frankentui,Native Unix terminal backend for FrankenTUI (replaces Crossterm).
316,rush-sync-server,0.3.9,5555,60,True,2026-03-03,2025-07-27,https://github.com/LEVOGNE/rush.sync.server,Modern asynchronous TUI application with i18n and modular command system
317,MeiliFinder,1.0.6,5549,23,True,2024-04-10,2024-03-17,https://github.com/FaisalBinAhmed/MeiliFinder,The ultimate Meilisearch client for your terminal
318,shelgon,0.2.2,5501,20,True,2025-08-22,2025-02-13,https://github.com/nishantjoshi00/shelgon,A robust framework for building interactive REPL applications and custom shells in Rust
319,edlearn_tui,0.2.0,5492,16,True,2024-02-28,2024-02-10,https://github.com/tcmal/learn-tui,A TUI for Edinburgh Uni's Learn
320,md-to-tui,0.1.2,5492,48,True,2023-06-29,2023-06-29,,simple parser from markdown to ratatui types
321,tui-slides,0.1.4,5491,26,True,2024-09-12,2024-06-08,,Slides presentation in terminal
322,CuTE-tui,0.1.2,5465,25,True,2024-04-05,2023-10-30,https://github.com/PThorpe92/CuTE,A (ratatui) TUI for HTTP requests with request + API key management
323,rustui,0.3.7,5388,57,False,2026-03-12,2025-08-09,https://github.com/broccolingual/rustui,Terminal UI library for Linux and Unix-like systems
324,netrunner_cli,2.0.4,5384,180,True,2026-07-17,2025-05-30,https://github.com/sorinirimies/netrunner,A feature-rich Rust-based CLI to test and analyze your internet connection
325,bob,1.0.0,5332,266,True,2026-06-12,2020-03-23,https://github.com/jperkin/bob,"Fast, robust, powerful, user-friendly pkgsrc package builder"
326,ratatui_inputs,0.3.1,5262,50,True,2024-11-10,2024-10-03,,ratatui library to process sineptic text input format
327,dreg,0.2.2,5256,25,False,2024-10-18,2024-08-07,https://github.com/rtthw/dreg,A simple text-based user interface library
328,rustnet-monitor,1.5.0,5237,1512,True,2026-07-21,2025-09-12,https://github.com/domcyrus/rustnet,A cross-platform network monitoring terminal UI tool built with Rust
329,zellij_widgets,0.1.3,5212,61,False,2024-05-19,2024-04-08,https://github.com/Kangaxx-0/zellij_widgets,A wiget library for zellij
330,tusistor,0.7.1,5157,27,True,2025-03-28,2025-01-13,https://github.com/dawedawe/tusistor,This is a Ratatui app to calculate the color code and specs of electrical resistors.
331,ratatui_input,0.1.3,5132,84,True,2024-05-14,2024-05-14,https://github.com/VidVrbnjak/ratatui_input,Simple to use input widget for ratatui
332,nviwatch,0.2.1,5105,136,True,2025-08-21,2024-09-10,https://github.com/msminhas93/nviwatch,A blazingly fast Rust-based TUI for managing and monitoring NVIDIA GPU processes
333,twozero48,1.1.0,5029,138,True,2026-05-28,2021-07-10,https://github.com/de-sh/twozero48,"A CLI implementation of 2048, in rust"
334,todotxt-tui,0.3.0,5012,73,True,2026-03-29,2024-06-01,https://github.com/Fanteria/todotxt-tui,Todo.txt TUI is a highly customizable terminal-based application for managing your todo tasks. It follows the todo.txt format and offers a wide range of configuration options to suit your needs.
335,ssm-tui,0.1.6,5002,42,True,2026-05-26,2024-08-19,https://github.com/sandeshgrangdan/ssm-tui,A TUI for interacting with AWS SSM
336,process-terminal,0.1.7,4975,28,True,2025-05-05,2025-02-22,https://github.com/Rhaki/process-terminal,Terminal manager for displaying outputs/errors of processes launched from rust code.
337,plastic_tui,0.3.5,4909,41,True,2025-11-26,2024-10-19,https://github.com/Amjad50/plastic,A NES emulator with terminal interface (TUI)
338,pantry-rs,0.0.4,4891,20,False,2023-10-13,2023-08-09,https://github.com/JuliaMerz/pantry-rs,"Rust API for working with the pantry project, found in https://github.com/JuliaMerz/pantry"
339,file-organizer,0.7.3,4869,34,True,2025-03-16,2025-03-16,https://github.com/yourusername/file-organizer,"A powerful, cross-platform file organization tool"
340,hyperrat,0.1.3,4842,2553,False,2026-06-28,2026-02-19,https://github.com/jayanaxhf/gitv/,An OSC 8 link widget for ratatui that doesn't break your UI
341,rustime,0.1.5,4788,19,False,2025-09-21,2024-09-03,https://github.com/arjunomray/rustime,A pomodoro time in rust
342,ascii-gen,1.1.0,4722,12,True,2023-11-20,2023-11-19,https://github.com/thed24/ascii-gen,A command line tool to generate ascii art from images
343,issloc,0.1.6,4689,15,True,2024-06-18,2024-06-18,https://github.com/CheetahCyberBoi/issloc,A crate that tracks the International Space Station.
344,typeman,1.0.1,4685,101,True,2025-11-15,2025-08-28,https://github.com/mzums/typeman,"Typing speed test with practice mode in GUI, TUI and CLI"
345,spotatui,0.40.2,4653,1876,True,2026-07-10,2025-12-05,https://github.com/LargeModGames/spotatui,"A Spotify client for the terminal written in Rust, powered by Ratatui"
346,hjkl-form,0.39.0,4624,4473,False,2026-07-27,2026-04-27,https://github.com/kryptic-sh/hjkl,Vim-modal forms for hjkl-based apps.
347,commandfs,0.1.3,4624,13,False,2024-06-16,2024-06-16,https://github.com/unknownK19/CommandFS,Panicless File operation API
348,strustle,0.3.1,4622,58,True,2026-06-20,2024-04-21,https://github.com/stoykotolev/rustle,A wordle clone to play in the terminal
349,pmdaemon,0.1.4,4609,1081,False,2025-05-30,2025-05-25,https://github.com/entrepeneur4lyf/pmdaemon,"PMDaemon - A high-performance, cross-platform process manager built in Rust with advanced port management and monitoring capabilities"
350,hjkl-splash,0.39.0,4602,4602,False,2026-07-27,2026-05-05,https://github.com/kryptic-sh/hjkl,Rendering-agnostic splash-screen animation for kryptic-sh projects.
351,whathaveidone,0.6.2,4564,88,True,2026-06-05,2025-04-17,https://github.com/heroheman/whathaveidone,CLI tool for daily standups with Git and Ratatui
352,helix-calc,1.5.1,4536,53,True,2026-04-21,2025-03-05,https://github.com/chbug/hc,Reverse Polish Notation calculator in a terminal app.
353,explore,0.0.3,4525,15,True,2024-08-02,2024-07-31,https://github.com/nathanroark/explore,terminal file explorer
354,clever,0.1.8,4521,19,True,2025-01-26,2024-12-28,https://github.com/hackinghieser/clevertui,TUI to search through clef logs
355,minitel,0.3.2,4482,21,True,2025-03-21,2025-01-04,https://github.com/plule/minitel,Minitel interaction library
356,ttop,2.0.0,4466,2397,False,2026-04-02,2026-01-05,https://github.com/paiml/trueno-viz,"Terminal Top: 10X better than btop - Pure Rust system monitor with GPU support (NVIDIA/AMD/Apple), sovereign stack, zero-allocation rendering"
357,pantry,1.0.2,4446,22,False,2020-12-08,2020-10-28,https://github.com/rhymu8354/Pantry.git,Temporary storage for reusing values that may decay
358,mntime,0.3.0,4410,12,True,2024-03-05,2022-11-10,https://github.com/arkbig/mntime,"Execute ""m"" commands ""n"" times to calculate mean of usage time and memory. As an alternative to ""time"", ""gnu-time"" is used internally."
359,tuwi,0.1.3,4404,17,True,2024-07-26,2024-07-26,https://github.com/tascord/tuwi,Ratatui extended terminal widgets!
360,perspt,0.6.2,4348,100,False,2026-06-22,2025-06-02,https://github.com/eonseed/perspt,Your Terminal's Window to the AI World - A high-performance CLI for LLMs with chat and autonomous agent modes
361,ratatui-eventInput,0.2.0,4342,34,True,2025-02-24,2024-12-25,https://github.com/Earthgames/ratatui-input,Unify input from diffrent ratatui backends
362,tui-textbox,0.4.0,4295,26,True,2024-12-31,2024-04-24,https://github.com/zchira/tui-textbox,ratatui stateful widget
363,entrust-dialog,0.6.0,4286,74,True,2026-03-21,2024-10-28,https://github.com/hepptho/entrust,Interactive terminal dialogs for entrust
364,xapian-rs,0.3.0,4269,67,False,2024-12-25,2024-07-10,https://github.com/torrancew/xapian-rs,Rust bindings for the Xapian search engine
365,managarr-tree-widget,0.25.0,4252,513,True,2026-01-08,2024-11-18,https://github.com/Dark-Alex-17/managarr-tree-widget,Tree Widget for Managarr
366,discovery-rs,0.1.3,4229,27,True,2025-08-21,2024-05-28,https://github.com/JustPretender/discovery-rs,mDNS-SD TUI browser
367,parley_ratatui,0.3.4,4191,4165,True,2026-06-20,2026-04-24,,Render Ratatui buffers through Parley and Vello into WGPU textures.
